year,immig_status,tranwork_grp,pop,pct
2020,Illegal immigrants,Private motorized vehicle,4233842.791195138,77.13252253907751
2020,Illegal immigrants,Public transport,383790.48249464354,6.991928964123206
2020,Illegal immigrants,Taxicab or ride-hailing services,28673.369142821586,0.5223739757837506
2020,Illegal immigrants,Walked only,172470.37087604927,3.142080475114833
2020,Illegal immigrants,Worked at home,530341.3269712251,9.661805214185835
2020,Legal immigrants,Bicycle,78289,0.4030181082997464
2020,Legal immigrants,Other,242342,1.247534320295024
2020,Legal immigrants,Private motorized vehicle,14296230,73.59449693338888
2020,Legal immigrants,Public transport,1201668,6.185977138095257
2020,Legal immigrants,Taxicab or ride-hailing services,53072,0.2732053933973373
2020,Legal immigrants,Walked only,448261,2.3075693934595227
2020,Legal immigrants,Worked at home,3105816,15.988198713064222
2020,Native-born citizens,Bicycle,523378,0.421731977450202
2020,Native-born citizens,Other,1222337,0.9849451068263235
2020,Native-born citizens,Private motorized vehicle,96668981,77.89475391633964
2020,Native-born citizens,Public transport,3203729,2.5815280091722586
2020,Native-born citizens,Taxicab or ride-hailing services,201606,0.16245179783220814
2020,Native-born citizens,Walked only,2357000,1.899243512050805
2020,Native-born citizens,Worked at home,19925012,16.055345680328568
2021,Illegal immigrants,Bicycle,44330.03804019239,0.7308321020734009
2021,Illegal immigrants,Other,165779.40335532965,2.7330657764110495
2021,Illegal immigrants,Private motorized vehicle,4624404.217864608,76.23866806328654
2021,Illegal immigrants,Public transport,385203.60218490596,6.350528236763478
2021,Illegal immigrants,Taxicab or ride-hailing services,30215.472913484256,0.4981371223837499
2021,Illegal immigrants,Walked only,187635.07319617274,3.093381847367804
2021,Illegal immigrants,Worked at home,628126.065829664,10.355386851713977
2021,Legal immigrants,Bicycle,84672,0.41567140908051947
2021,Legal immigrants,Other,281167,1.3803037967325964
2021,Legal immigrants,Private motorized vehicle,14576458,71.55868334588779
2021,Legal immigrants,Public transport,1031359,5.063143055530464
2021,Legal immigrants,Taxicab or ride-hailing services,58664,0.2879930501499857
2021,Legal immigrants,Walked only,463043,2.273168654039954
2021,Legal immigrants,Worked at home,3874573,19.021036688578697
2021,Native-born citizens,Bicycle,476298,0.37544496682023687
2021,Native-born citizens,Other,1341192,1.0572032339828576
2021,Native-born citizens,Private motorized vehicle,97389070,76.76756180963122
2021,Native-born citizens,Public transport,2321596,1.830013002762965
2021,Native-born citizens,Taxicab or ride-hailing services,206669,0.16290817061539528
2021,Native-born citizens,Walked only,2246445,1.7707747428888785
2021,Native-born citizens,Worked at home,22880998,18.036094073298454
2022,Illegal immigrants,Bicycle,52453.90705814946,0.8003063952423599
2022,Illegal immigrants,Other,177161.30422383948,2.703007892293659
2022,Illegal immigrants,Private motorized vehicle,5041752.405403525,76.92366345179822
2022,Illegal immigrants,Public transport,462284.46388436225,7.053225081168876
2022,Illegal immigrants,Taxicab or ride-hailing services,37284.328074385245,0.5688591732006907
2022,Illegal immigrants,Walked only,224733.20911523575,3.428827985661341
2022,Illegal immigrants,Worked at home,558558.5341053442,8.522110020634855
2022,Legal immigrants,Bicycle,101184,0.4785491198860987
